,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IR_TF,Intercept
1161,35000,35000.0,10.74,36,home_improvement,9.3,PA,MORTGAGE,8300.0,740,7.0,4421.0,1.0,10+ years,0.0,1
1162,12000,12000.0,12.12,36,credit_card,7.24,NY,MORTGAGE,10416.67,710,10.0,31489.0,1.0,2 years,1.0,1
1163,5600,2025.01,14.82,36,other,20.6,CA,RENT,6083.33,655,7.0,2166.0,2.0,2 years,1.0,1
1164,20000,20000.0,7.9,36,debt_consolidation,8.38,CO,MORTGAGE,15000.0,750,11.0,14621.0,2.0,1 year,0.0,1
1165,18000,18000.0,10.16,36,debt_consolidation,26.08,SC,MORTGAGE,5925.0,710,14.0,23378.0,0.0,10+ years,0.0,1
1166,8000,7575.0,7.51,36,debt_consolidation,4.4,TX,MORTGAGE,2430.0,765,5.0,2783.0,0.0,2 years,0.0,1
1167,4000,4000.0,9.76,36,debt_consolidation,15.89,CA,MORTGAGE,4166.67,705,17.0,13745.0,1.0,10+ years,0.0,1
1168,6000,5975.0,7.9,36,small_business,18.86,PA,RENT,2100.0,715,9.0,4847.0,0.0,3 years,0.0,1
1169,15000,15000.0,17.77,36,debt_consolidation,13.34,FL,MORTGAGE,4333.33,670,9.0,17264.0,0.0,10+ years,1.0,1
1170,20950,20950.0,13.67,60,major_purchase,8.9,IL,RENT,6666.67,745,7.0,5680.0,1.0,1 year,1.0,1
1171,10625,10625.0,7.9,36,debt_consolidation,22.35,OR,MORTGAGE,3333.33,725,15.0,15946.0,0.0,10+ years,0.0,1
1172,9000,9000.0,10.16,60,other,14.77,AZ,RENT,3500.0,755,5.0,3135.0,0.0,2 years,0.0,1
1173,20000,11800.0,11.48,36,debt_consolidation,23.52,AL,MORTGAGE,4166.67,745,11.0,24123.0,1.0,< 1 year,0.0,1
1174,25800,25800.0,13.11,36,credit_card,18.99,VT,RENT,4833.33,715,7.0,31427.0,0.0,4 years,1.0,1
1175,10000,10000.0,6.62,36,debt_consolidation,11.45,CA,OWN,4166.67,760,20.0,10385.0,1.0,6 years,0.0,1
1176,12000,7595.31,11.58,36,small_business,11.07,CT,RENT,3333.33,715,7.0,17495.0,0.0,1 year,0.0,1
1177,18650,18650.0,20.49,36,debt_consolidation,20.07,OH,MORTGAGE,4833.33,660,12.0,17740.0,0.0,10+ years,1.0,1
1178,10000,10000.0,12.12,36,credit_card,16.93,CO,MORTGAGE,3816.67,710,8.0,10830.0,2.0,7 years,1.0,1
1179,14000,14000.0,16.77,36,credit_card,9.67,FL,MORTGAGE,12083.33,670,13.0,28318.0,0.0,< 1 year,1.0,1
1180,14000,14000.0,14.09,36,small_business,27.5,CA,RENT,9166.67,695,17.0,18813.0,3.0,8 years,1.0,1
1181,14400,13714.83,17.56,60,debt_consolidation,7.06,NY,RENT,5000.0,670,6.0,715.0,4.0,3 years,1.0,1
1182,8000,8000.0,14.33,36,debt_consolidation,14.74,CA,RENT,3108.0,690,3.0,3072.0,0.0,8 years,1.0,1
1183,12000,11925.0,11.83,36,moving,15.88,VA,RENT,10250.0,720,15.0,46336.0,2.0,5 years,0.0,1
1184,24375,24375.0,13.11,36,debt_consolidation,10.86,NV,OWN,10416.67,705,11.0,19981.0,0.0,6 years,1.0,1
1185,3500,3500.0,7.9,36,other,22.04,VA,MORTGAGE,7247.0,710,11.0,9592.0,0.0,< 1 year,0.0,1
1186,7900,7900.0,13.67,36,debt_consolidation,8.4,CA,RENT,3000.0,675,5.0,8990.0,0.0,2 years,1.0,1
1187,10000,10000.0,12.12,36,debt_consolidation,19.62,CA,RENT,3640.0,695,11.0,13124.0,0.0,10+ years,1.0,1
1188,10400,10375.0,17.58,60,small_business,8.93,CA,RENT,7110.42,725,8.0,856.0,0.0,10+ years,1.0,1
1189,7500,7450.0,7.14,36,debt_consolidation,8.61,KY,MORTGAGE,2916.67,755,6.0,7962.0,0.0,2 years,0.0,1
1190,18800,18800.0,14.33,60,debt_consolidation,30.96,AL,RENT,5000.0,720,13.0,16397.0,0.0,8 years,1.0,1
1191,21000,21000.0,13.11,36,debt_consolidation,18.44,VA,MORTGAGE,7916.67,695,10.0,9734.0,0.0,7 years,1.0,1
1192,8500,8500.0,6.62,36,car,7.24,CA,OWN,6300.0,750,13.0,9769.0,1.0,5 years,0.0,1
1193,13200,13200.0,11.71,36,credit_card,15.74,NY,RENT,3791.67,705,10.0,16187.0,1.0,5 years,0.0,1
1194,3000,3000.0,19.99,60,other,19.63,VA,MORTGAGE,4416.67,710,4.0,0.0,1.0,5 years,1.0,1
1195,19200,19200.0,22.47,60,credit_card,10.39,AZ,RENT,5666.67,670,5.0,17783.0,0.0,< 1 year,1.0,1
1196,13600,13600.0,18.64,60,credit_card,12.85,MN,RENT,5651.33,675,13.0,24383.0,0.0,10+ years,1.0,1
1197,6000,6000.0,7.88,36,vacation,9.6,PA,MORTGAGE,5500.0,730,6.0,790.0,1.0,3 years,0.0,1
1198,22000,22000.0,14.65,60,debt_consolidation,29.26,NC,MORTGAGE,3912.0,705,8.0,21633.0,0.0,10+ years,1.0,1
1199,12000,12000.0,15.31,36,debt_consolidation,13.8,TX,MORTGAGE,3333.33,665,10.0,16181.0,0.0,10+ years,1.0,1
1200,5000,5000.0,18.39,36,vacation,13.71,NJ,RENT,8125.0,675,5.0,29602.0,0.0,10+ years,1.0,1
1201,31050,30750.0,7.9,36,debt_consolidation,18.82,GA,MORTGAGE,6500.0,770,15.0,71549.0,0.0,9 years,0.0,1
1202,10000,10000.0,7.9,36,major_purchase,12.8,NJ,RENT,6666.67,730,11.0,9261.0,0.0,1 year,0.0,1
1203,10000,10000.0,14.09,36,debt_consolidation,21.45,CA,RENT,3750.0,700,4.0,18621.0,0.0,10+ years,1.0,1
1204,13250,13250.0,7.9,36,debt_consolidation,22.64,CO,RENT,2500.0,740,7.0,12957.0,0.0,< 1 year,0.0,1
1205,5000,5000.0,14.27,36,debt_consolidation,18.41,CA,RENT,5208.33,695,9.0,18055.0,1.0,9 years,1.0,1
1206,14675,14675.0,13.11,36,debt_consolidation,24.74,TX,RENT,3166.67,710,14.0,5727.0,0.0,< 1 year,1.0,1
1207,7000,6875.0,10.0,36,home_improvement,1.68,CO,RENT,2375.0,745,3.0,922.0,0.0,< 1 year,0.0,1
1208,6000,6000.0,17.77,36,credit_card,32.76,MI,OWN,1666.67,665,12.0,15055.0,2.0,< 1 year,1.0,1
1209,20000,20000.0,12.69,60,debt_consolidation,17.96,RI,MORTGAGE,4500.0,735,13.0,22946.0,1.0,10+ years,1.0,1
1210,7000,7000.0,12.12,36,debt_consolidation,31.79,SC,MORTGAGE,3916.67,695,9.0,11648.0,3.0,10+ years,1.0,1
1211,1500,1500.0,12.12,36,other,15.37,CA,RENT,3625.0,695,9.0,11346.0,1.0,5 years,1.0,1
1212,35000,35000.0,18.49,36,debt_consolidation,16.33,NY,RENT,11000.0,705,15.0,13766.0,1.0,n/a,1.0,1
1213,20000,20000.0,18.25,60,credit_card,12.9,PA,OWN,6666.67,695,17.0,8039.0,1.0,6 years,1.0,1
1214,21000,21000.0,14.27,60,debt_consolidation,11.27,GA,MORTGAGE,5333.33,710,8.0,19431.0,0.0,8 years,1.0,1
1215,12500,12475.0,6.03,36,car,14.82,FL,RENT,4944.92,755,11.0,6014.0,0.0,2 years,0.0,1
1216,25000,2125.0,15.01,36,debt_consolidation,24.59,GA,MORTGAGE,15416.67,695,24.0,245886.0,7.0,2 years,1.0,1
1217,9600,9600.0,14.46,60,debt_consolidation,10.27,DE,RENT,5500.0,680,8.0,8359.0,2.0,3 years,1.0,1
1218,8100,8100.0,13.85,36,debt_consolidation,17.63,FL,RENT,4600.0,675,9.0,2963.0,0.0,3 years,1.0,1
1219,15000,15000.0,14.65,36,debt_consolidation,20.07,MI,MORTGAGE,3666.67,690,11.0,13843.0,1.0,5 years,1.0,1
1220,15000,14950.0,16.32,60,debt_consolidation,7.53,MA,MORTGAGE,14000.0,685,14.0,5469.0,4.0,5 years,1.0,1
1221,11000,11000.0,11.14,36,debt_consolidation,16.57,NJ,MORTGAGE,5000.0,695,17.0,8734.0,0.0,3 years,0.0,1
1222,9600,9600.0,14.17,36,credit_card,18.61,NY,OWN,5416.67,670,21.0,16278.0,1.0,8 years,1.0,1
1223,25000,25000.0,13.11,36,debt_consolidation,18.52,CA,RENT,5000.0,775,11.0,4345.0,3.0,2 years,1.0,1
1224,14550,14550.0,13.11,36,debt_consolidation,21.34,WA,MORTGAGE,4583.33,685,7.0,20141.0,0.0,10+ years,1.0,1
1225,10000,10000.0,10.74,36,debt_consolidation,17.88,CA,RENT,2500.0,700,6.0,11120.0,0.0,3 years,0.0,1
1226,24000,24000.0,11.14,60,debt_consolidation,20.98,DC,OWN,8000.0,705,9.0,20247.0,0.0,2 years,0.0,1
1227,20000,19950.0,10.65,60,debt_consolidation,24.02,KS,OWN,5200.0,745,11.0,15709.0,0.0,10+ years,0.0,1
1228,25000,24975.0,11.49,36,credit_card,11.78,CA,MORTGAGE,25000.0,725,14.0,37719.0,0.0,7 years,0.0,1
1229,7200,7200.0,17.77,36,home_improvement,2.18,NC,MORTGAGE,3250.0,670,4.0,1301.0,1.0,4 years,1.0,1
1230,5000,5000.0,14.33,36,debt_consolidation,11.12,FL,RENT,2916.67,675,5.0,4114.0,0.0,10+ years,1.0,1
1231,20000,19975.0,16.49,60,debt_consolidation,16.16,MN,MORTGAGE,5000.0,710,13.0,20337.0,3.0,10+ years,1.0,1
1232,5600,5600.0,7.91,36,major_purchase,20.21,CA,RENT,3166.67,730,12.0,32987.0,0.0,6 years,0.0,1
1233,20000,20000.0,7.9,36,credit_card,1.3,IL,RENT,10400.0,750,5.0,6969.0,0.0,1 year,0.0,1
1234,6000,6000.0,8.9,36,other,17.16,NY,MORTGAGE,12500.0,715,12.0,60368.0,2.0,< 1 year,0.0,1
1235,3200,3200.0,17.49,60,debt_consolidation,7.9,CA,RENT,2609.0,670,9.0,5382.0,0.0,3 years,1.0,1
1236,24375,24375.0,14.09,36,credit_card,26.36,MT,MORTGAGE,4583.33,710,11.0,27379.0,3.0,4 years,1.0,1
1237,25225,25225.0,12.12,36,debt_consolidation,30.77,CA,MORTGAGE,6500.0,715,8.0,11736.0,0.0,10+ years,1.0,1
1238,20000,19900.0,15.95,60,debt_consolidation,12.2,VA,MORTGAGE,6666.67,700,12.0,20744.0,1.0,5 years,1.0,1
1239,30225,30225.0,17.77,36,credit_card,28.15,TX,MORTGAGE,8333.33,710,21.0,28631.0,0.0,10+ years,1.0,1
1240,7000,7000.0,7.4,36,credit_card,8.89,AZ,MORTGAGE,3352.0,770,14.0,14014.0,2.0,< 1 year,0.0,1
1241,35000,14869.55,15.65,60,home_improvement,26.19,FL,MORTGAGE,6308.75,735,14.0,34883.0,0.0,10+ years,1.0,1
1242,7575,7575.0,9.76,36,debt_consolidation,10.99,TX,RENT,2375.0,725,3.0,5640.0,0.0,3 years,0.0,1
1243,15000,15000.0,13.11,36,other,16.55,PA,RENT,4166.67,695,11.0,9066.0,0.0,2 years,1.0,1
1244,24000,24000.0,15.81,60,small_business,0.62,NY,OWN,10000.0,725,8.0,0.0,3.0,10+ years,1.0,1
1245,19800,19775.0,15.31,60,debt_consolidation,15.03,IL,MORTGAGE,6666.67,675,10.0,46879.0,3.0,6 years,1.0,1
1246,9250,6475.0,10.75,60,small_business,3.41,CA,MORTGAGE,8500.0,755,6.0,105060.0,0.0,4 years,0.0,1
1247,6000,6000.0,15.96,36,debt_consolidation,6.38,NC,MORTGAGE,6916.67,660,7.0,6309.0,1.0,6 years,1.0,1
1248,3500,3500.0,15.31,36,other,7.14,NY,RENT,5000.0,685,2.0,14064.0,0.0,1 year,1.0,1
1249,7200,5675.0,14.82,36,debt_consolidation,9.67,CA,RENT,4500.0,645,7.0,6572.0,1.0,6 years,1.0,1
1250,12000,12000.0,6.03,36,medical,22.57,MT,MORTGAGE,7500.0,760,8.0,5116.0,0.0,10+ years,0.0,1
1251,20000,20000.0,7.9,36,credit_card,13.59,CA,RENT,7258.33,730,5.0,14268.0,0.0,9 years,0.0,1
1252,3900,3900.0,12.12,36,debt_consolidation,7.55,HI,MORTGAGE,2583.33,685,8.0,3724.0,0.0,1 year,1.0,1
1253,16000,16000.0,19.22,60,credit_card,21.28,NC,RENT,3416.67,680,8.0,26060.0,1.0,10+ years,1.0,1
1254,15000,15000.0,15.99,36,other,11.34,SC,MORTGAGE,8583.33,675,6.0,3844.0,2.0,7 years,1.0,1
1255,28200,28200.0,20.5,60,debt_consolidation,15.6,NY,MORTGAGE,4833.33,695,18.0,27158.0,0.0,9 years,1.0,1
1256,15000,14975.0,13.49,36,small_business,3.44,AK,RENT,6666.67,705,3.0,2698.0,0.0,< 1 year,1.0,1
1257,7400,7400.0,13.99,36,other,20.52,NY,RENT,4166.25,675,17.0,6653.0,1.0,n/a,1.0,1
1258,15000,15000.0,10.59,36,debt_consolidation,14.66,MA,RENT,5150.0,730,9.0,5116.0,2.0,2 years,0.0,1
1259,4500,4500.0,5.99,36,debt_consolidation,21.46,NY,RENT,3644.83,765,8.0,1058.0,2.0,< 1 year,0.0,1
1260,3000,3000.0,14.09,36,debt_consolidation,12.36,NC,RENT,4789.33,680,9.0,1353.0,2.0,10+ years,1.0,1
1261,9000,9000.0,14.27,36,debt_consolidation,18.74,TX,RENT,5833.33,675,13.0,11637.0,3.0,8 years,1.0,1
1262,4000,4000.0,8.9,36,credit_card,24.11,FL,RENT,4583.33,705,17.0,11351.0,0.0,1 year,0.0,1
1263,10000,10000.0,17.27,36,credit_card,21.84,MI,MORTGAGE,2916.67,665,18.0,21245.0,0.0,10+ years,1.0,1
1264,6400,6400.0,15.99,60,debt_consolidation,24.43,NY,RENT,3500.0,690,9.0,973.0,0.0,4 years,1.0,1
1265,4325,4325.0,10.16,36,debt_consolidation,1.79,GA,MORTGAGE,11000.0,715,9.0,75.0,3.0,n/a,0.0,1
1266,12000,12000.0,13.11,36,debt_consolidation,17.04,WA,MORTGAGE,4583.33,695,9.0,41871.0,0.0,3 years,1.0,1
1267,10000,10000.0,15.31,36,debt_consolidation,10.4,CA,RENT,9000.0,665,12.0,5141.0,0.0,10+ years,1.0,1
1268,12000,12000.0,10.16,36,home_improvement,8.05,MA,MORTGAGE,6250.0,720,9.0,11626.0,0.0,< 1 year,0.0,1
1269,6000,6000.0,12.12,36,debt_consolidation,4.94,WI,MORTGAGE,4333.33,690,12.0,9656.0,2.0,5 years,1.0,1
1270,2200,2200.0,13.49,36,debt_consolidation,3.27,WA,OWN,6666.67,700,2.0,10142.0,0.0,5 years,1.0,1
1271,5000,5000.0,14.27,36,debt_consolidation,17.0,FL,OWN,5000.0,670,9.0,14748.0,3.0,1 year,1.0,1
1272,12000,12000.0,19.69,60,debt_consolidation,16.23,NV,RENT,3376.0,665,12.0,8437.0,1.0,4 years,1.0,1
1273,3000,3000.0,7.9,36,credit_card,22.03,PA,MORTGAGE,5583.33,705,15.0,12968.0,0.0,3 years,0.0,1
1274,30000,30000.0,21.49,60,debt_consolidation,16.89,NY,MORTGAGE,13999.17,700,14.0,61579.0,0.0,10+ years,1.0,1
1275,10800,10800.0,12.12,36,debt_consolidation,26.7,NJ,RENT,5833.33,695,6.0,27585.0,0.0,5 years,1.0,1
1276,10500,10500.0,18.25,36,debt_consolidation,11.52,GA,MORTGAGE,8750.0,660,15.0,9984.0,3.0,8 years,1.0,1
1277,10000,10000.0,6.62,36,debt_consolidation,5.49,CA,MORTGAGE,10833.33,755,5.0,40827.0,0.0,7 years,0.0,1
1278,24000,23950.0,12.12,36,debt_consolidation,26.68,TX,MORTGAGE,5791.67,715,13.0,34104.0,0.0,10+ years,1.0,1
1279,16000,16000.0,14.09,36,debt_consolidation,2.85,CA,MORTGAGE,3333.33,690,6.0,3909.0,0.0,7 years,1.0,1
1280,15000,15000.0,13.99,36,debt_consolidation,12.6,MI,MORTGAGE,3500.0,705,7.0,13036.0,1.0,10+ years,1.0,1
1281,9500,9500.0,21.98,36,other,16.01,PA,RENT,4500.0,660,7.0,3673.0,1.0,3 years,1.0,1
1282,35000,35000.0,19.05,36,debt_consolidation,15.75,FL,MORTGAGE,18750.0,690,21.0,73813.0,1.0,4 years,1.0,1
1283,5000,5000.0,7.9,36,debt_consolidation,21.82,TX,MORTGAGE,4166.67,725,8.0,15502.0,1.0,n/a,0.0,1
1284,15000,15000.0,11.71,36,debt_consolidation,11.7,FL,RENT,6250.0,700,6.0,6622.0,0.0,6 years,0.0,1
1285,5000,5000.0,15.31,36,debt_consolidation,17.37,GA,RENT,1750.0,675,3.0,10361.0,0.0,< 1 year,1.0,1
1286,19000,18975.0,11.14,36,debt_consolidation,19.83,CA,RENT,4548.83,775,12.0,33809.0,1.0,5 years,0.0,1
1287,11625,11625.0,15.8,36,debt_consolidation,31.12,OK,RENT,2860.0,680,14.0,8374.0,2.0,7 years,1.0,1
1288,25000,25000.0,7.62,36,wedding,13.45,NY,RENT,6750.0,750,16.0,17193.0,0.0,5 years,0.0,1
1289,8000,8000.0,12.69,36,debt_consolidation,7.67,AL,OWN,7916.67,685,4.0,1442.0,0.0,6 years,1.0,1
1290,9800,9675.0,8.59,36,major_purchase,14.99,HI,MORTGAGE,3583.33,760,12.0,5164.0,0.0,3 years,0.0,1
1291,6000,5975.0,8.0,36,wedding,1.06,NY,RENT,5000.0,765,6.0,7161.0,0.0,3 years,0.0,1
1292,10200,10200.0,12.42,36,debt_consolidation,17.86,CO,MORTGAGE,5833.33,705,9.0,9817.0,2.0,4 years,1.0,1
1293,10500,10500.0,6.62,36,medical,16.26,OK,MORTGAGE,4853.33,760,9.0,2816.0,1.0,3 years,0.0,1
1294,5000,5000.0,7.9,36,small_business,7.75,IL,MORTGAGE,5500.0,725,11.0,16396.0,3.0,< 1 year,0.0,1
1295,17500,17500.0,7.9,36,small_business,7.97,CA,RENT,5416.67,810,4.0,17.0,0.0,< 1 year,0.0,1
1296,4000,4000.0,19.03,36,other,10.56,CA,RENT,1600.0,685,2.0,299.0,0.0,6 years,1.0,1
1297,22000,22000.0,12.12,36,debt_consolidation,16.93,NY,RENT,3916.67,715,4.0,22142.0,0.0,1 year,1.0,1
1298,5000,4900.0,5.79,36,other,9.18,NY,RENT,5520.0,750,10.0,7351.0,0.0,7 years,0.0,1
1299,8000,8000.0,16.29,36,credit_card,29.19,IL,MORTGAGE,6916.67,685,14.0,21498.0,2.0,4 years,1.0,1
1300,19125,19125.0,18.49,60,other,29.1,GA,RENT,4166.67,700,14.0,28108.0,3.0,6 years,1.0,1
1301,16000,16000.0,12.12,36,debt_consolidation,18.23,NY,RENT,4166.67,700,14.0,16309.0,0.0,1 year,1.0,1
1302,4500,4500.0,14.59,36,vacation,17.35,NY,OWN,6000.0,660,18.0,5197.0,4.0,2 years,1.0,1
1303,5800,5800.0,22.45,60,other,11.86,CA,RENT,1416.67,665,3.0,6077.0,2.0,6 years,1.0,1
1304,10000,525.0,14.7,36,credit_card,6.37,FL,RENT,5416.67,645,4.0,2211.0,6.0,< 1 year,1.0,1
1305,16750,16750.0,18.75,36,debt_consolidation,8.84,FL,MORTGAGE,5666.67,680,8.0,13567.0,1.0,4 years,1.0,1
1306,3600,3600.0,12.12,36,debt_consolidation,27.16,CA,OWN,3333.33,695,15.0,12153.0,1.0,10+ years,1.0,1
1307,10000,10000.0,15.62,36,debt_consolidation,12.19,NY,RENT,7500.0,670,12.0,17133.0,1.0,10+ years,1.0,1
1308,6000,6000.0,5.42,36,vacation,1.51,MD,OWN,4250.0,800,14.0,1838.0,0.0,10+ years,0.0,1
1309,10000,10000.0,7.62,36,medical,13.26,MN,MORTGAGE,7416.67,735,12.0,16297.0,2.0,10+ years,0.0,1
1310,10000,10000.0,17.77,36,credit_card,5.8,CO,RENT,7166.67,685,3.0,15279.0,1.0,10+ years,1.0,1
1311,5000,5000.0,7.49,36,home_improvement,16.45,VA,MORTGAGE,18750.0,745,10.0,129071.0,0.0,10+ years,0.0,1
1312,35000,34950.0,23.76,60,debt_consolidation,24.22,NY,RENT,7331.25,665,16.0,28687.0,2.0,4 years,1.0,1
1313,7000,7000.0,7.9,36,wedding,20.72,CT,RENT,6000.0,715,9.0,6659.0,0.0,< 1 year,0.0,1
1314,3000,1647.62,10.2,36,major_purchase,0.33,CT,RENT,4583.33,800,3.0,37.0,0.0,< 1 year,0.0,1
1315,28000,28000.0,15.62,36,debt_consolidation,5.7,GA,MORTGAGE,6250.0,695,6.0,11923.0,1.0,3 years,1.0,1
1316,15200,6800.0,15.58,60,home_improvement,19.22,DC,MORTGAGE,12083.33,690,20.0,19712.0,2.0,2 years,1.0,1
1317,15775,15775.0,14.65,36,other,3.37,NY,RENT,4000.0,710,11.0,4058.0,1.0,10+ years,1.0,1
1318,30000,22425.0,10.59,36,home_improvement,8.15,MN,MORTGAGE,22916.67,765,13.0,1945.0,0.0,4 years,0.0,1
1319,3000,3000.0,9.91,36,wedding,4.75,IL,OWN,4166.67,710,9.0,7321.0,3.0,6 years,0.0,1
1320,15350,15350.0,18.49,36,debt_consolidation,15.09,GA,MORTGAGE,4400.0,670,7.0,12823.0,0.0,10+ years,1.0,1
1321,26500,26500.0,9.76,60,small_business,17.19,NY,MORTGAGE,5416.67,785,13.0,9966.0,0.0,10+ years,0.0,1
1322,6400,6400.0,6.0,60,home_improvement,3.09,FL,MORTGAGE,6250.0,695,5.0,241.0,0.0,3 years,0.0,1
1323,13200,13200.0,14.33,36,debt_consolidation,28.75,CA,RENT,3833.33,695,9.0,8568.0,1.0,10+ years,1.0,1
1324,12000,12000.0,11.49,36,debt_consolidation,17.73,CA,MORTGAGE,7300.0,705,9.0,38342.0,0.0,4 years,0.0,1
1325,4000,4000.0,6.03,36,car,33.67,GA,MORTGAGE,7917.0,800,19.0,55123.0,1.0,10+ years,0.0,1
1326,2500,2500.0,6.62,36,home_improvement,10.96,MD,MORTGAGE,6166.67,730,14.0,24495.0,0.0,10+ years,0.0,1
1327,28000,27925.0,18.55,36,debt_consolidation,8.99,LA,MORTGAGE,6666.67,700,6.0,14189.0,2.0,n/a,1.0,1
1328,9000,8975.0,8.9,36,debt_consolidation,7.33,CA,RENT,12500.0,730,4.0,12964.0,0.0,5 years,0.0,1
1329,6600,6600.0,6.03,36,home_improvement,16.69,NC,MORTGAGE,6250.0,750,14.0,17258.0,0.0,10+ years,0.0,1
1330,27050,27050.0,17.27,60,credit_card,27.59,WA,MORTGAGE,5025.0,705,13.0,40037.0,1.0,10+ years,1.0,1
1331,4800,4800.0,15.99,36,major_purchase,0.0,IL,RENT,4583.33,675,2.0,0.0,0.0,6 years,1.0,1
1332,7550,7550.0,10.16,36,debt_consolidation,3.83,CA,MORTGAGE,8333.33,710,10.0,10204.0,0.0,2 years,0.0,1
1333,10000,10000.0,7.74,36,debt_consolidation,0.17,OR,MORTGAGE,7083.33,775,9.0,2994.0,0.0,10+ years,0.0,1
1334,12500,12275.0,11.26,36,credit_card,12.21,TX,RENT,4333.33,730,6.0,12568.0,2.0,8 years,0.0,1
1335,27575,27575.0,19.05,36,debt_consolidation,19.3,WI,RENT,5166.67,660,6.0,14935.0,1.0,10+ years,1.0,1
1336,20000,20000.0,13.11,36,debt_consolidation,3.94,IL,MORTGAGE,7238.92,720,6.0,11751.0,3.0,10+ years,1.0,1
1337,15000,14900.0,14.61,36,major_purchase,9.17,TX,RENT,3000.0,730,8.0,0.0,2.0,< 1 year,1.0,1
1338,18000,18000.0,8.9,36,home_improvement,12.79,NV,MORTGAGE,10500.0,730,15.0,4856.0,2.0,< 1 year,0.0,1
1339,5400,5375.0,8.9,36,small_business,6.27,OH,RENT,3000.0,785,2.0,90.0,2.0,n/a,0.0,1
1340,23000,22950.0,15.81,36,credit_card,16.02,CA,RENT,7083.33,695,8.0,9664.0,2.0,4 years,1.0,1
1341,8000,7950.0,5.79,36,home_improvement,19.65,FL,OWN,5833.33,770,8.0,0.0,0.0,3 years,0.0,1
1342,3000,2950.0,12.69,36,debt_consolidation,4.25,SC,OWN,1200.0,705,4.0,1643.0,0.0,< 1 year,1.0,1
1343,7200,7200.0,6.92,36,credit_card,11.72,RI,MORTGAGE,7083.33,780,6.0,15933.0,1.0,3 years,0.0,1
1344,15350,15350.0,15.8,36,credit_card,7.41,CO,MORTGAGE,5666.67,670,6.0,8128.0,0.0,1 year,1.0,1
1345,6000,6000.0,12.12,36,wedding,21.21,GA,RENT,3333.33,685,8.0,4638.0,0.0,2 years,1.0,1
1346,15000,8081.65,13.16,36,debt_consolidation,13.16,GA,MORTGAGE,2583.33,755,3.0,4923.0,2.0,9 years,1.0,1
1347,5000,5000.0,12.68,60,moving,12.59,NY,RENT,4416.67,690,13.0,7686.0,0.0,< 1 year,1.0,1
1348,2575,2575.0,6.76,36,educational,4.8,MA,RENT,6875.0,760,6.0,4678.0,2.0,3 years,0.0,1
1349,1800,1800.0,13.67,36,vacation,24.21,NY,RENT,4250.0,670,11.0,5757.0,0.0,5 years,1.0,1
1350,10000,10000.0,14.09,36,other,26.44,WA,MORTGAGE,5416.67,700,6.0,18652.0,1.0,6 years,1.0,1
1351,7750,7750.0,10.74,36,debt_consolidation,6.51,UT,MORTGAGE,2916.67,705,5.0,6889.0,0.0,6 years,0.0,1
1352,12000,12000.0,16.29,36,debt_consolidation,28.76,CT,RENT,5666.67,660,21.0,16822.0,2.0,3 years,1.0,1
1353,10000,10000.0,6.03,36,debt_consolidation,16.0,KY,MORTGAGE,8333.33,780,11.0,14832.0,0.0,10+ years,0.0,1
1354,4950,4950.0,13.67,36,debt_consolidation,14.11,CA,MORTGAGE,4166.67,665,15.0,8379.0,0.0,5 years,1.0,1
1355,8400,8350.0,6.03,36,medical,15.34,WA,MORTGAGE,3200.0,760,6.0,10576.0,0.0,n/a,0.0,1
1356,3500,3500.0,12.12,36,other,17.82,CA,MORTGAGE,5416.67,695,15.0,4067.0,3.0,< 1 year,1.0,1
1357,12000,12000.0,16.29,36,credit_card,18.37,TX,MORTGAGE,7083.33,665,16.0,16993.0,2.0,7 years,1.0,1
1358,18000,18000.0,22.47,60,credit_card,17.17,OH,MORTGAGE,5562.92,660,13.0,14866.0,3.0,7 years,1.0,1
1359,14675,14650.0,12.99,60,debt_consolidation,29.18,FL,RENT,3167.0,725,7.0,21088.0,1.0,6 years,1.0,1
1360,13000,13000.0,14.09,36,credit_card,16.09,CT,RENT,3250.0,675,6.0,6930.0,0.0,2 years,1.0,1
1361,15000,15000.0,13.11,36,debt_consolidation,33.12,NY,RENT,4166.67,695,10.0,13198.0,0.0,9 years,1.0,1
1362,8250,8205.63,9.32,36,credit_card,24.45,OH,MORTGAGE,3300.0,755,17.0,29576.0,2.0,8 years,0.0,1
1363,6900,6900.0,14.09,36,credit_card,17.78,AR,OWN,4166.67,685,9.0,9720.0,1.0,10+ years,1.0,1
1364,35000,35000.0,20.49,60,debt_consolidation,12.54,PA,MORTGAGE,10416.67,685,14.0,26487.0,4.0,2 years,1.0,1
1365,25000,23995.24,10.62,36,debt_consolidation,12.21,VA,RENT,11166.67,750,6.0,28556.0,0.0,7 years,0.0,1
1366,9600,9600.0,11.14,36,debt_consolidation,20.58,NV,MORTGAGE,3833.33,705,9.0,44403.0,1.0,5 years,0.0,1
1367,9000,8975.0,6.62,36,debt_consolidation,17.11,NY,MORTGAGE,6750.0,755,7.0,12553.0,2.0,7 years,0.0,1
1368,6500,6500.0,8.9,36,credit_card,31.45,CO,MORTGAGE,6000.0,740,14.0,61865.0,2.0,< 1 year,0.0,1
